"abstract","web_url","lead_paragraph","source","pub_date","_id","document_type","headlines"
"Though it was not immediately clear if the missiles struck targets inside Iran, their use would mean more sophisticated firepower was involved in the attack than first reported.","https://www.nytimes.com/2024/04/19/world/middleeast/israel-iran-jets-missiles-strikes.html","Israeli warplanes fired missiles on Iran during a retaliatory strike early Friday morning, one Western official and two Iranian officials said, suggesting that the attack included more advanced firepower than initial reports indicated.","The New York Times","2024-04-19T19:49:04+0000","nyt://article/02f99831-4e5f-57dd-8697-a83354cf5e0b","article","Israel Launched Missiles as Well as Drones at Iran, Officials Say"
"Secretary of State Antony J. Blinken and his counterparts, who met on the Italian island of Capri, welcomed signs that tensions between Iran and Israel might not worsen.","https://www.nytimes.com/2024/04/19/world/europe/g7-blinken-israel-iran-ukraine.html","Rough seas were a fitting symbol for this week’s meeting of Group of 7 foreign ministers on the Italian island of Capri. Coast Guard ships that ferried V.I.P.s across the Gulf of Naples to the island on Wednesday swayed precariously, leaving the passengers reaching for their motion-sickness medicine — and, in some cases, their sick bags.","The New York Times","2024-04-19T20:03:13+0000","nyt://article/1be7e761-70fa-5788-b9e1-a48be42af1d9","article","Rough Seas for Blinken and Co. as Israel, Iran and Ukraine Cloud G7 Meeting"
"Also, the Israeli military struck Iran. Here’s the latest at the end of Friday.","https://www.nytimes.com/2024/04/19/briefing/ukraine-israel-house-aid-taylor-swift-music.html","The House took a critical step today toward approving a long-stalled package of aid to Ukraine, Israel and other American allies. A majority of Democratic and Republicans lawmakers voted to advance the bills past a procedural hurdle, setting up the legislation to pass the House tomorrow.","The New York Times","2024-04-19T21:06:56+0000","nyt://article/3e2d6fa1-2316-5ac9-aafe-943c07a9dcad","article","The House Is Set to Approve Ukraine Aid This Weekend"
"Progressives in the House who oppose unfettered military aid to Israel are pressing their colleagues to vote against the $26 billion bill, which is likely to pass, to send a message to President Biden.","https://www.nytimes.com/2024/04/19/us/politics/democrats-israel-aid-gaza.html","A group of left-leaning House Democrats is urging its colleagues to oppose the $26 billion aid package for Israel, hoping to maximize the number of “no” votes from the party and send a warning to President Biden about the depth of his political coalition’s discontent over his support for Israel’s tactics in Gaza.","The New York Times","2024-04-19T21:57:58+0000","nyt://article/ce8bb49d-18de-5d81-b97f-9b8022e42a4c","article","Liberal Democrats Urge ‘No’ Vote on Israel Aid to Pressure Biden on Gaza"
"Israel hit a strategic city with carefully measured force, but made the point that it could strike at a center of Iran’s nuclear program.","https://www.nytimes.com/2024/04/19/us/politics/israel-iran-analysis.html","For more than a decade, Israel has rehearsed, time and again, bombing and missile campaigns that would take out Iran’s nuclear production capability, much of it based around the city of Isfahan and the Natanz nuclear enrichment complex 75 miles to the north.","The New York Times","2024-04-19T23:10:07+0000","nyt://article/17b498cc-0bbf-58cc-923a-7e586fbe44d5","article","Israel’s Strike on Iran: A Limited Attack but a Potentially Big Signal"
"The drone attack may have been launched from inside Iran, once again demonstrating Israel’s ability to carry out clandestine operations there.","https://www.nytimes.com/2024/04/18/world/middleeast/strike-isfahan.html","The Israeli military struck Iran early on Friday in retaliation for an aerial attack on Israel last weekend, according to two Israeli and three Iranian officials, but the strike appeared to be limited in scope and the reaction from both Israel and Iran was muted.","The New York Times","2024-04-20T01:40:09+0000","nyt://article/7e8314c9-a345-53eb-88d6-83c19249518d","article","Israel Strikes an Iranian Military Base, but Damage Appears Limited"
"After months of delay at the hands of a bloc of ultraconservative Republicans, the package drew overwhelming bipartisan support, reflecting broad consensus.","https://www.nytimes.com/2024/04/20/us/politics/house-foreign-aid-bill.html","The House voted resoundingly on Saturday to approve $95 billion in foreign aid for Ukraine, Israel and Taiwan, as Speaker Mike Johnson put his job on the line to advance the long-stalled aid package by marshaling support from mainstream Republicans and Democrats.","The New York Times","2024-04-20T09:03:37+0000","nyt://article/d23dd6a0-d3ee-5766-98b6-41e741648520","article","House Approves $95 Billion Aid Bill for Ukraine, Israel and Taiwan"
"This attack used a fraction of the fire power Iran deployed last week when it launched hundreds of drones and missiles at Israel.","https://www.nytimes.com/2024/04/20/world/middleeast/iran-israel-strike-tensions.html","An Israeli airstrike on Iran on Friday damaged an air defense system, according to Western and Iranian officials, and appeared calculated to deliver a message that Israel could bypass Iran’s defensive systems undetected and paralyze them.","The New York Times","2024-04-20T09:27:49+0000","nyt://article/b65bb4d1-71c4-55d3-9738-c9afd69e3ea6","article","Strike Was Meant to Show Iran that Israel Could Paralyze Its Defenses"
"For weeks, Palestinians have been bracing for a ground offensive on the southern Gaza city, where over one million displaced people have fled.","https://www.nytimes.com/2024/04/20/world/middleeast/gaza-rafah-strike-children.html","Israeli airstrikes on the southern Gaza city of Rafah on Saturday killed several civilians, including women and children, according to Palestinian state media, sending more fear through an area where over one million displaced Palestinians are crowded into tents and temporary quarters.","The New York Times","2024-04-20T14:41:33+0000","nyt://article/05608157-d075-5026-979a-7c6c19c04d71","article","Deadly Israeli Airstrikes Again Hit Rafah"
"What would $60 billion buy? Lots of air-defense missiles and artillery ammunition, according to the Pentagon.","https://www.nytimes.com/2024/04/20/us/politics/weapons-aid-ukraine-military.html","Shipments of American weapons could begin flowing to Ukraine again soon after a long-stalled aid package becomes law, U.S. officials say, with goods from the Pentagon’s stockpiles in Germany to be shipped quickly by rail to the Ukrainian border.","The New York Times","2024-04-20T18:07:33+0000","nyt://article/be46b6eb-aced-54c6-bd42-84dea971fe23","article","U.S. Military Aid for Ukraine Could Soon Flow Again"
"The retaliatory attack damaged a defense system near Natanz, a city in central Iran that is critical to the country’s nuclear weapons program.","https://www.nytimes.com/2024/04/20/world/middleeast/israel-strikes-iran.html","An Israeli airstrike on Iran on Friday damaged an air defense system, according to Western and Iranian officials, in an attack calculated to deliver a message that Israel could bypass Iran’s defensive systems undetected and paralyze them.","The New York Times","2024-04-20T22:27:38+0000","nyt://article/e26023b6-2445-56d1-9451-2094362e0605","article","Israel’s Strike on Iran Highlights Its Ability to Evade Tehran’s Air Defenses"
"His most vocal allies in the House, however, were loudly against providing assistance as Ukraine fights Russia’s invasion.","https://www.nytimes.com/2024/04/20/us/politics/trump-ukraine-house-vote.html","The House vote on Saturday to provide $61 billion in American aid to Ukraine was the clearest sign yet that at least on foreign policy, the Republican Party is not fully aligned with former President Donald J. Trump and his “America First” movement.","The New York Times","2024-04-20T22:33:20+0000","nyt://article/21eda279-cfc7-58af-a668-61e2c6fd2da5","article","Ukraine Aid Divides Republicans, After Trump Tones Down His Resistance"
"The assaults have all but destroyed the factories and plants that were the economic lifeblood of the towns and cities in Ukraine’s east.","https://www.nytimes.com/2024/04/21/world/europe/ukraine-industry-donbas-russia.html","Its towering smokestacks once puffed out clouds of steam. In gigantic machine rooms, turbines whirled around the clock. Furnaces burned trainloads of coal.","The New York Times","2024-04-21T04:01:24+0000","nyt://article/9a8a4ca0-313c-521a-8489-05b4c4589945","article","Russian Attacks Crush Factories and Way of Life in Ukrainian Villages"
"The groups have raised millions to challenge candidates they see as not sufficiently pro-Israel, but have spent little as public opinion has shifted.","https://www.nytimes.com/2024/04/21/us/politics/aipac-israel-democrat-primaries.html","After Hamas’s Oct. 7 attack on Israel, pro-Israel political groups put the Democratic Party’s most outspoken critics of the Jewish state on notice: An avalanche of spending was coming to either unseat them or force them to change their posture on the Middle East.","The New York Times","2024-04-21T09:00:53+0000","nyt://article/1322d77c-1434-5933-9965-e9b45d179c02","article","Pro-Israel Groups Promised to Be Active in Democratic Primaries. They Haven’t Done Much Yet."
"In 1968, the Democratic National Convention was overshadowed by clashes between police and demonstrators.","https://www.nytimes.com/2024/04/21/us/israel-gaza-democrats.html","It’s a nightmare scenario for Democrats: Protesters disrupt their convention this summer; they clash with the police; chaos seems to take hold.","The New York Times","2024-04-21T09:01:45+0000","nyt://article/13584331-01e3-5389-9ccd-8a9dd0f8bbb7","article","How the Israel-Gaza Protests Could Hurt the Democratic Party"
